movie_id,title,genres,director,actor,language,country,year
2414,Young Sherlock Holmes,"['Action', 'Adventure', 'Mystery']",Barry_Levinson,"['Nicholas_Rowe', 'Roger_Ashton-Griffiths', 'Susan_Fleetwood', 'Nigel_Stock', 'Freddie_Jones', 'Brian_Oulton', 'Sophie_Ward', 'Alan_Cox', 'Anthony_Higgins']",['English'],['United_States'],1985
2415,Violets Are Blue...,"['Drama', 'Romance']",,[''],[''],[''],1986
2416,Back to School,['Comedy'],Alan_Metter,"['Rodney_Dangerfield', 'Keith_Gordon', 'Terry_Farrell', 'Adrienne_Barbeau', 'Robert_Downey_Jr.', 'Burt_Young', 'Paxton_Whitehead', 'Sally_Kellerman', 'M._Emmet_Walsh']",['English'],['United_States'],1986
2417,Heartburn,"['Comedy', 'Drama']",Mike_Nichols,"['Meryl_Streep', 'Jack_Nicholson']",['English'],['United_States'],1986
2418,Nothing in Common,['Comedy'],Garry_Marshall,"['Hector_Elizondo', 'Barry_Corbin', 'Sela_Ward', 'Jackie_Gleason', 'Bess_Armstrong', 'Tom_Hanks', 'Eva_Marie_Saint']",['English'],['United_States'],1986
2419,Extremities,"['Drama', 'Thriller']",Robert_M._Young,"['Farrah_Fawcett', 'James_Russo', 'Diana_Scarwid', 'Alfre_Woodard']",['English'],['United_States'],1986
2420,"Karate Kid, The",['Drama'],John_G._Avildsen,"['Ralph_Macchio', 'Pat_Morita', 'Martin_Kove', 'Randee_Heller', 'William_Zabka', 'Elisabeth_Shue']",['English'],['United_States'],1984
2421,"Karate Kid, Part II, The","['Action', 'Adventure', 'Drama']",,[''],[''],[''],1986
2422,"Karate Kid III, The","['Action', 'Adventure', 'Drama']",,[''],[''],[''],1989
2423,Christmas Vacation,['Comedy'],Jeremiah_S._Chechik,"['Randy_Quaid', ""Beverly_D'Angelo"", 'Chevy_Chase']",['English'],['United_States'],1989
2424,You've Got Mail,"['Comedy', 'Romance']",Nora_Ephron,"['Parker_Posey', 'Steve_Zahn', 'Greg_Kinnear', 'Meg_Ryan', 'Jean_Stapleton', 'Tom_Hanks', 'Dabney_Coleman', 'Dave_Chappelle']",['English'],['United_States'],1998
2425,"General, The",['Crime'],John_Boorman,"['Adrian_Dunbar', 'Sean_McGinley', 'Angeline_Ball', 'Jon_Voight', 'Maria_Doyle_Kennedy', 'Brendan_Gleeson']",['English'],"['United_Kingdom', 'Ireland']",1998
2426,"Theory of Flight, The","['Comedy', 'Drama', 'Romance']",Paul_Greengrass,"['Helena_Bonham_Carter', 'Kenneth_Branagh', 'Ray_Stevenson', 'Holly_Aird', 'Gemma_Jones']",['English'],['United_Kingdom'],1998
2427,"Thin Red Line, The","['Action', 'Drama', 'War']",Terrence_Malick,"['John_C._Reilly', 'Woody_Harrelson', 'John_Cusack', 'Adrien_Brody', 'George_Clooney', 'Nick_Nolte', 'Elias_Koteas', 'Jim_Caviezel', 'John_Travolta', 'Ben_Chaplin', 'Sean_Penn']",['English'],['United_States'],1998
2428,"Faculty, The","['Horror', 'Sci-Fi']",Robert_Rodriguez,"['Laura_Harris', 'Robert_Patrick', 'Piper_Laurie', 'Elijah_Wood', 'Jon_Stewart', 'Jordana_Brewster', 'Clea_DuVall', 'Josh_Hartnett', 'Famke_Janssen', 'Usher', 'Shawn_Hatosy', 'Bebe_Neuwirth']",['English'],['United_States'],1998
2429,Mighty Joe Young,"['Adventure', ""Children's"", 'Drama']",Ron_Underwood,"['Rade_Šerbedžija', 'Regina_King', 'Naveen_Andrews', 'Bill_Paxton', 'Charlize_Theron', 'David_Paymer', 'Peter_Firth']",['English'],['United_States'],1998
2430,Mighty Joe Young,"['Adventure', ""Children's"", 'Drama']",Ernest_B._Schoedsack,"['Ben_Johnson', 'Frank_McHugh', 'Douglas_Fowley', 'Robert_Armstrong', 'Terry_Moore']",['English'],['United_States'],1949
2431,Patch Adams,"['Comedy', 'Drama']",Tom_Shadyac,"['Bob_Gunton', 'Peter_Coyote', 'Daniel_London', 'Robin_Williams', 'Monica_Potter', 'Philip_Seymour_Hoffman']",['English'],['United_States'],1998
2432,Stepmom,['Drama'],,[''],[''],[''],1998
2433,"Civil Action, A",['Drama'],Steven_Zaillian,"['Robert_Duvall', 'Tony_Shalhoub', 'John_Lithgow', 'Kathleen_Quinlan', 'James_Gandolfini', 'Dan_Hedaya', 'John_Travolta', 'William_H._Macy']",['English'],['United_States'],1998
2434,Down in the Delta,['Drama'],Maya_Angelou,"['Wesley_Snipes', 'Mary_Alice', 'Loretta_Devine', 'Al_Freeman,_Jr.', 'Esther_Rolle', 'Alfre_Woodard']",['English'],"['Canada', 'United_States']",1998
2435,Hurlyburly,['Drama'],Anthony_Drazan,"['Anna_Paquin', 'Kevin_Spacey', 'Robin_Wright', 'Meg_Ryan', 'Chazz_Palminteri', 'Garry_Shandling', 'Sean_Penn']",['English'],['United_States'],1998
2436,Tea with Mussolini,['Comedy'],Franco_Zeffirelli,"['Cher', 'Paolo_Seganti', 'Maggie_Smith', 'Massimo_Ghini', 'Lily_Tomlin', 'Judi_Dench', 'Joan_Plowright', 'Michael_Williams']","['English', 'Italian']","['United_Kingdom', 'Italy']",1999
2437,Wilde,['Drama'],Brian_Gilbert,"['Judy_Parfitt', 'Stephen_Fry', 'Tom_Wilkinson', 'Zoë_Wanamaker', 'Jude_Law', 'Michael_Sheen', 'Vanessa_Redgrave', 'Jennifer_Ehle', 'Gemma_Jones']",['English'],['United_Kingdom'],1997
2438,Outside Ozona,"['Drama', 'Thriller']",J._S._Cardone,[''],['English'],['United_States'],1998
2439,Affliction,['Drama'],,[''],[''],[''],1997
2440,Another Day in Paradise,['Drama'],Larry_Clark,"['Vincent_Kartheiser', 'Paul_Hipp', 'James_Woods', 'Natasha_Gregson_Wagner', 'Melanie_Griffith', 'Brent_Briscoe']",['English'],['United_States'],1998
2441,"Hi-Lo Country, The","['Drama', 'Western']",Stephen_Frears,"['Woody_Harrelson', 'Penélope_Cruz', 'James_Gammon', 'Cole_Hauser', 'Patricia_Arquette', 'Billy_Crudup', 'Sam_Elliott']",['English'],['United_States'],1998
2442,Hilary and Jackie,['Drama'],Anand_Tucker,"['Charles_Dance', 'Celia_Imrie', 'David_Morrissey', 'Rachel_Griffiths', 'Emily_Watson', 'James_Frain']",['English'],['United_Kingdom'],1998
2443,Playing by Heart,"['Drama', 'Romance']",Willard_Carroll,"['Ellen_Burstyn', 'Sean_Connery', 'Angelina_Jolie', 'Gena_Rowlands', 'Ryan_Phillippe', 'Jay_Mohr', 'Jon_Stewart', 'Anthony_Edwards', 'Gillian_Anderson', 'Madeleine_Stowe', 'Dennis_Quaid']",['English'],['United_States'],1998
2444,24 7: Twenty Four Seven,"['Comedy', 'Drama']",Shane_Meadows,['Bob_Hoskins'],['English'],['United_Kingdom'],1997
2445,At First Sight,['Drama'],,[''],[''],[''],1999
2446,In Dreams,['Thriller'],Neil_Jordan,"['Stephen_Rea', 'Aidan_Quinn', 'Annette_Bening', 'Robert_Downey_Jr.']",['English'],['United_States'],1999
2447,Varsity Blues,"['Comedy', 'Drama']",Brian_Robbins,"['James_Van_Der_Beek', 'Ron_Lester', 'Jon_Voight', 'Scott_Caan', 'Paul_Walker']",['English'],['United_States'],1999
2448,Virus,"['Horror', 'Sci-Fi']",John_Bruno,"['William_Baldwin', 'Joanna_Pacuła', 'Marshall_Bell', 'Jamie_Lee_Curtis', 'Donald_Sutherland']",['English'],"['United_Kingdom', 'United_States', 'Japan', 'France', 'Germany']",1999
2449,"Garbage Pail Kids Movie, The","['Adventure', ""Children's""]",Rod_Amateau,"['Mackenzie_Astin', 'Katie_Barberi', 'Anthony_Newley']",['English'],['United_States'],1987
2450,Howard the Duck,"['Adventure', ""Children's"", 'Sci-Fi']",Willard_Huyck,"['Lea_Thompson', 'Jeffrey_Jones', 'Tim_Robbins']",['English'],['United_States'],1986
2451,"Gate, The",['Horror'],Teinosuke_Kinugasa,"['Kazuo_Hasegawa', 'Machiko_Kyō']",['Japanese'],['Japan'],1987
2452,"Gate II: Trespassers, The",['Horror'],Tibor_Takács,['Pamela_Adlon'],['English'],"['Canada', 'United_States']",1990
2453,"Boy Who Could Fly, The","['Drama', 'Fantasy']",,[''],['English'],['United_States'],1986
2454,"Fly, The","['Horror', 'Sci-Fi']",Kurt_Neumann,"['Patricia_Owens', 'Herbert_Marshall', 'Vincent_Price', 'David_Hedison']",['English'],['United_States'],1958
2455,"Fly, The","['Horror', 'Sci-Fi']",David_Cronenberg,"['Geena_Davis', 'Jeff_Goldblum', 'John_Getz']",['English'],['United_States'],1986
2456,"Fly II, The","['Horror', 'Sci-Fi']",Chris_Walas,"['Harley_Cross', 'Lee_Richardson', 'Eric_Stoltz', 'Daphne_Zuniga', 'John_Getz']",['English'],['United_States'],1989
2457,Running Scared,"['Action', 'Comedy']",Peter_Hyams,"['Gregory_Hines', 'Billy_Crystal']",['English'],['United_States'],1986
2458,Armed and Dangerous,"['Comedy', 'Crime']",,[''],[''],[''],1986
2459,"Texas Chainsaw Massacre, The",['Horror'],Marcus_Nispel,"['Mike_Vogel', 'Eric_Balfour', 'Erica_Leerhsen', 'R._Lee_Ermey', 'Jessica_Biel', 'Jonathan_Tucker']",['English'],['United_States'],1974
2460,"Texas Chainsaw Massacre 2, The",['Horror'],Tobe_Hooper,"['Caroline_Williams', 'Dennis_Hopper', 'Jim_Siedow', 'Bill_Johnson', 'Bill_Moseley']",['English'],['United_States'],1986
2461,Leatherface: Texas Chainsaw Massacre III,['Horror'],Jeff_Burr,"['Viggo_Mortensen', 'William_Butler', 'Joe_Unger', 'Toni_Hudson', 'Kate_Hodge', 'R.A._Mihailoff', 'Ken_Foree']",['English'],['United_States'],1990
2462,"Return of the Texas Chainsaw Massacre, The",['Horror'],Kim_Henkel,"['Matthew_McConaughey', 'Renée_Zellweger']",['English'],['United_States'],1994
2463,Ruthless People,['Comedy'],"Zucker,_Abrahams_and_Zucker","['Bill_Pullman', 'Bette_Midler', 'Anita_Morris', 'Judge_Reinhold', 'Helen_Slater', 'Danny_DeVito']",['English'],['United_States'],1986
2464,Trick or Treat,['Horror'],Charles_Martin_Smith,"['Tony_Fields', 'Gene_Simmons', 'Marc_Price', 'Ozzy_Osbourne']",['English'],['United_States'],1986
2465,Deadly Friend,['Horror'],Wes_Craven,"['Matthew_Labyorteaux', 'Michael_Sharrett', 'Anne_Twomey', 'Kristy_Swanson']",['English'],['United_States'],1986
2466,Belizaire the Cajun,['Drama'],Glen_Pitre,['Armand_Assante'],['English'],['United_States'],1986
2467,"Name of the Rose, The",['Mystery'],,[''],[''],[''],1986
2468,Jumpin' Jack Flash,"['Action', 'Comedy', 'Romance', 'Thriller']",Penny_Marshall,['Whoopi_Goldberg'],['English'],['United_States'],1986
2469,Peggy Sue Got Married,"['Comedy', 'Romance']",Francis_Ford_Coppola,"['Catherine_Hicks', 'Nicolas_Cage', 'Kathleen_Turner', 'Barry_Miller']",['English'],['United_States'],1986
2470,Crocodile Dundee,"['Adventure', 'Comedy']",,[''],[''],[''],1986
2471,Crocodile Dundee II,"['Adventure', 'Comedy']",,[''],[''],[''],1988
2472,Tough Guys,['Comedy'],Jeff_Kanew,"['Eli_Wallach', 'Dana_Carvey', 'Kirk_Douglas', 'Burt_Lancaster', 'Charles_Durning']",['English'],['United_States'],1986
2473,Soul Man,['Comedy'],,[''],[''],[''],1986
2474,"Color of Money, The",['Drama'],Martin_Scorsese,"['Mary_Elizabeth_Mastrantonio', 'Helen_Shaver', 'Tom_Cruise', 'Paul_Newman']",[''],['United_States'],1986
2475,52 Pick-Up,"['Action', 'Mystery', 'Thriller']",John_Frankenheimer,"['Vanity', 'Clarence_Williams_III', 'Ann-Margret', 'Roy_Scheider', 'John_Glover']",['English'],['United_States'],1986
2476,Heartbreak Ridge,"['Action', 'War']",Clint_Eastwood,"['Clint_Eastwood', 'Marsha_Mason']",['English'],['United_States'],1986
2477,Firewalker,['Adventure'],J._Lee_Thompson,"['Will_Sampson', 'John_Rhys-Davies', 'Louis_Gossett_Jr.', 'Sonny_Landham', 'Melody_Anderson', 'Chuck_Norris']",['English'],['United_States'],1986
2478,Three Amigos!,"['Comedy', 'Western']",,[''],[''],[''],1986
2479,Gloria,"['Drama', 'Thriller']",John_Cassavetes,"['Gena_Rowlands', 'Buck_Henry', 'Julie_Carmen']",['English'],['United_States'],1999
2480,Dry Cleaning (Nettoyage à sec),['Drama'],,[''],[''],[''],1997
2481,My Name Is Joe,"['Drama', 'Romance']",Ken_Loach,"['Gary_Lewis', 'David_McKay', 'Anne-Marie_Kennedy', 'Lorraine_McIntosh', 'Louise_Goodall', 'David_Hayman', 'Peter_Mullan']",['English'],['United_Kingdom'],1998
2482,Still Crazy,"['Comedy', 'Romance']",Brian_Gibson,"['Bruce_Robinson', 'Helena_Bergström', 'Juliet_Aubrey', 'Stephen_Rea', 'Timothy_Spall', 'Jimmy_Nail', 'Bill_Nighy', 'Billy_Connolly']",['English'],['United_Kingdom'],1998
2483,"Day of the Beast, The (El Día de la bestia)","['Comedy', 'Horror', 'Thriller']",,[''],[''],[''],1995
2484,Tinseltown,['Comedy'],,[''],[''],[''],1998
2485,She's All That,"['Comedy', 'Romance']",Robert_Iscove,"['Anna_Paquin', 'Matthew_Lillard', 'Elden_Henson', 'Rachael_Leigh_Cook', ""Jodi_Lyn_O'Keefe"", 'Kieran_Culkin', 'Freddie_Prinze_Jr.', 'Usher', 'Paul_Walker', ""Lil'_Kim"", 'Kevin_Pollak']",['English'],['United_States'],1999
2486,24-hour Woman,['Drama'],Nancy_Savoca,"['Karen_Duffy', 'Patti_LuPone', 'Marianne_Jean-Baptiste', 'Wendell_Pierce', 'Rosie_Perez', 'Diego_Serrano']",['English'],['United_States'],1998
2487,"Blood, Guts, Bullets and Octane","['Action', 'Comedy']",Joe_Carnahan,[''],['English'],[''],1998
2488,Peeping Tom,"['Drama', 'Horror', 'Thriller']",,[''],[''],[''],1960
2489,Spanish Fly,['Drama'],Bob_Kellett,"['Sue_Lloyd', 'Graham_Armitage', 'Terry-Thomas', 'Leslie_Phillips']",['English'],"['United_Kingdom', 'Spain']",1998
2490,Payback,"['Action', 'Thriller']",Brian_Helgeland,"['Maria_Bello', 'Gregg_Henry', 'David_Paymer', 'Mel_Gibson']",['English'],['United_States'],1999
2491,Simply Irresistible,"['Comedy', 'Romance']",Mark_Tarlov,"['Patricia_Clarkson', 'Dylan_Baker', 'Betty_Buckley', 'Christopher_Durang', 'Larry_Gilliard_Jr.', 'Sean_Patrick_Flanery', 'Sarah_Michelle_Gellar']",['English'],['United_States'],1999
2492,20 Dates,['Comedy'],Myles_Berkowitz,"['Robert_McKee', 'Elie_Samaha', 'Richard_Arlook', 'Elisabeth_Wagner', 'Tia_Carrere', 'Myles_Berkowitz']",['English'],['United_States'],1998
2493,"Harmonists, The",['Drama'],,[''],[''],[''],1997
2494,"Last Days, The",['Documentary'],Gus_Van_Sant,"['Asia_Argento', 'Michael_Pitt', 'Lukas_Haas']",['English'],['United_States'],1998
2495,"Fantastic Planet, The (La Planète sauvage)","['Animation', 'Sci-Fi']",,[''],[''],[''],1973
2496,Blast from the Past,"['Comedy', 'Romance']",Hugh_Wilson,"['Sissy_Spacek', 'Alicia_Silverstone', 'Brendan_Fraser', 'Christopher_Walken', 'Dave_Foley']",['English'],['United_States'],1999
2497,Message in a Bottle,['Romance'],Luis_Mandoki,"['John_Savage', 'Illeana_Douglas', 'Robbie_Coltrane', 'Robin_Wright', 'Kevin_Costner', 'Paul_Newman']",['English'],['United_States'],1999
2498,My Favorite Martian,"['Comedy', 'Sci-Fi']",Donald_Petrie,"['Wallace_Shawn', 'Elizabeth_Hurley', 'Daryl_Hannah', 'Christine_Ebersole', 'Ray_Walston', 'Christopher_Lloyd', 'Jeff_Daniels']",['English'],['United_States'],1999
2499,God Said 'Ha!',['Comedy'],,[''],[''],[''],1998
2500,Jawbreaker,['Comedy'],Darren_Stein,"['Carol_Kane', 'Rebecca_Gayheart', 'Ethan_Erickson', 'Julie_Benz', 'Judy_Greer', 'Rose_McGowan', 'Pam_Grier']",['English'],['United_States'],1999
2501,October Sky,['Drama'],Joe_Johnston,"['Laura_Dern', 'Chris_Owen', 'Chris_Cooper', 'Jake_Gyllenhaal']",['English'],['United_States'],1999
2502,Office Space,"['Comedy', 'Romance']",Mike_Judge,"['Jennifer_Aniston', 'Ron_Livingston', 'Stephen_Root', 'Gary_Cole']",['English'],['United_States'],1999
2503,"Apple, The (Sib)",['Drama'],,[''],[''],[''],1998
2504,200 Cigarettes,"['Comedy', 'Drama']",,"['Ben_Affleck', 'Christina_Ricci', 'Nicole_Ari_Parker', 'Casey_Affleck', 'Jay_Mohr', 'Martha_Plimpton', 'Angela_Featherstone', 'Paul_Rudd', 'Courtney_Love', 'Dave_Chappelle']",['English'],['United_States'],1999
2505,8MM,['Thriller'],Joel_Schumacher,"['Anthony_Heald', 'James_Gandolfini', 'Peter_Stormare', 'Nicolas_Cage', 'Joaquin_Phoenix']",['English'],[''],1999
2506,"Other Sister, The","['Comedy', 'Drama', 'Romance']",Garry_Marshall,"['Tom_Skerritt', 'Diane_Keaton', 'Juliette_Lewis', 'Giovanni_Ribisi']",['English'],['United_States'],1999
2507,Breakfast of Champions,['Comedy'],Alan_Rudolph,"['Albert_Finney', 'Barbara_Hershey', 'Glenne_Headly', 'Buck_Henry', 'Vicki_Lewis', 'Omar_Epps', 'Nick_Nolte', 'Lukas_Haas', 'Ken_Hudson_Campbell', 'Jake_Johannsen', 'Bruce_Willis']",['English'],['United_States'],1999
2508,"Breaks, The",['Drama'],,[''],[''],[''],1999
2509,Eight Days a Week,['Comedy'],Michael_Davis,"['Keri_Russell', 'Catherine_Hicks', 'R._D._Robb']",['English'],['United_States'],1997
2510,Just the Ticket,"['Comedy', 'Romance']",Richard_Wenk,"['Andie_MacDowell', 'Andy_García']",['English'],['United_States'],1999
2511,"Long Goodbye, The",['Crime'],Robert_Altman,"['Nina_van_Pallandt', 'Sterling_Hayden', 'Elliott_Gould']",['English'],['United_States'],1973
2512,"Ballad of Narayama, The (Narayama Bushiko)",['Drama'],,[''],[''],[''],1982
2513,Pet Sematary,['Horror'],,[''],[''],[''],1989
2514,Pet Sematary II,['Horror'],Mary_Lambert,"['Clancy_Brown', 'Anthony_Edwards', 'Edward_Furlong', 'Jared_Rushton']",['English'],['United_States'],1992
2515,Children of the Corn II: The Final Sacrifice,['Horror'],,"['Paul_Scherrer', 'Terence_Knox', 'Ned_Romero', 'Rosalind_Allen', 'Christie_Clark', 'Ryan_Bollman']",['English'],['United_States'],1993
2516,Children of the Corn III,['Horror'],,"['Daniel_Cerny', 'Michael_Ensign']",['English'],['United_States'],1994
2517,Christine,['Horror'],John_Carpenter,"['Keith_Gordon', 'John_Stockwell', 'Alexandra_Paul', 'Harry_Dean_Stanton', 'Robert_Prosky']",['English'],['United_States'],1983
2518,Night Shift,['Comedy'],,[''],[''],[''],1982
2519,House on Haunted Hill,['Horror'],,[''],[''],[''],1958
2520,Airport,['Drama'],George_Seaton,"['Jean_Seberg', 'Van_Heflin', 'Dean_Martin', 'Maureen_Stapleton', 'George_Kennedy', 'Lloyd_Nolan', 'Jacqueline_Bisset', 'Barry_Nelson', 'Dana_Wynter', 'Burt_Lancaster', 'Helen_Hayes', 'Barbara_Hale']",['English'],['United_States'],1970
2521,Airport 1975,['Drama'],Jack_Smight,"['Efrem_Zimbalist_Jr.', 'Myrna_Loy', 'Linda_Blair', 'Karen_Black', 'George_Kennedy', 'Roy_Thinnes', 'Sid_Caesar', 'Helen_Reddy', 'Linda_Harrison', 'Dana_Andrews', 'Charlton_Heston', 'Ed_Nelson', 'Susan_Clark', 'Gloria_Swanson', 'Nancy_Olson']",['English'],['United_States'],1974
2522,Airport '77,['Drama'],Jerry_Jameson,"['James_Stewart', 'Brenda_Vaccaro', 'Darren_McGavin', 'Christopher_Lee', 'George_Kennedy', 'Jack_Lemmon', 'Lee_Grant', 'Olivia_de_Havilland', 'Joseph_Cotten']",['English'],['United_States'],1977
2523,Rollercoaster,"['Drama', 'Thriller']",James_Goldstone,"['Harry_Guardino', 'Henry_Fonda', 'Richard_Widmark', 'Timothy_Bottoms', 'George_Segal', 'Susan_Strasberg']",['English'],['United_States'],1977
2524,"Towering Inferno, The","['Action', 'Drama']",John_Guillermin,[''],['English'],['United_States'],1974
2525,Alligator,"['Action', 'Horror', 'Sci-Fi']",Lewis_Teague,"['Michael_V._Gazzo', 'Robin_Riker', 'Robert_Forster']",['English'],['United_States'],1980
2526,Meteor,['Sci-Fi'],Ronald_Neame,"['Brian_Keith', 'Richard_Dysart', 'Karl_Malden', 'Henry_Fonda', 'Natalie_Wood', 'Sean_Connery', 'Trevor_Howard', 'Martin_Landau']",['English'],"['Hong_Kong', 'United_States']",1979
2527,Westworld,"['Action', 'Sci-Fi', 'Thriller', 'Western']",,[''],[''],[''],1973
2528,Logan's Run,"['Action', 'Adventure', 'Sci-Fi']",Michael_Anderson,"['Roscoe_Lee_Browne', 'Richard_Jordan', 'Farrah_Fawcett', 'Michael_York', 'Jenny_Agutter', 'Peter_Ustinov']",['English'],['United_States'],1976
2529,Planet of the Apes,"['Action', 'Sci-Fi']",Franklin_J._Schaffner,"['Roddy_McDowall', 'Maurice_Evans', 'Kim_Hunter', 'James_Whitmore', 'Linda_Harrison', 'James_Daly', 'Charlton_Heston']",['English'],['United_States'],1968
2530,Beneath the Planet of the Apes,"['Action', 'Sci-Fi']",Ted_Post,"['James_Franciscus', 'Maurice_Evans', 'Kim_Hunter', 'Linda_Harrison', 'Charlton_Heston']",['English'],['United_States'],1970
2531,Battle for the Planet of the Apes,"['Action', 'Sci-Fi']",J._Lee_Thompson,"['Roddy_McDowall', 'Lew_Ayres', 'Severn_Darden', 'Paul_Williams', 'John_Huston', 'Claude_Akins', 'Natalie_Trundy']",['English'],['United_States'],1973
2532,Conquest of the Planet of the Apes,"['Action', 'Sci-Fi']",J._Lee_Thompson,"['Roddy_McDowall', 'Don_Murray', 'Hari_Rhodes', 'Ricardo_Montalbán', 'Natalie_Trundy']",['English'],['United_States'],1972
2533,Escape from the Planet of the Apes,"['Action', 'Sci-Fi']",Don_Taylor,"['Roddy_McDowall', 'Kim_Hunter', 'Eric_Braeden', 'Sal_Mineo', 'Bradford_Dillman', 'Natalie_Trundy', 'Ricardo_Montalbán']",['English'],['United_States'],1971
2534,Avalanche,['Action'],Corey_Allen,"['Steve_Franken', 'Robert_Forster', 'Mia_Farrow', 'Rock_Hudson', 'Jeanette_Nolan', 'Rick_Moses', 'Barry_Primus']",['English'],['United_States'],1978
2535,Earthquake,['Action'],,[''],[''],[''],1974
2536,"Concorde: Airport '79, The",['Drama'],David_Lowell_Rich,"['Bibi_Andersson', 'Andrea_Marcovicci', 'Jimmie_Walker', 'Alain_Delon', 'George_Kennedy', 'Charo', 'Sylvia_Kristel', 'Eddie_Albert', 'Martha_Raye', 'Susan_Blakely', 'Robert_Wagner', 'John_Davidson', 'Pierre_Jalbert', 'David_Warner', 'Cicely_Tyson']",['English'],['United_States'],1979
2537,Beyond the Poseidon Adventure,['Adventure'],Irwin_Allen,"['Peter_Boyle', 'Veronica_Hamel', 'Jack_Warden', 'Sally_Field', 'Karl_Malden', 'Shirley_Jones', 'Angela_Cartwright', 'Telly_Savalas', 'Michael_Caine', 'Shirley_Knight', 'Paul_Picerni', 'Mark_Harmon', 'Slim_Pickens']",['English'],['United_States'],1979
2538,Dancemaker,['Documentary'],Matthew_Diamond,[''],['English'],['United_States'],1998
2539,Analyze This,['Comedy'],Harold_Ramis,"['Robert_De_Niro', 'Lisa_Kudrow', 'Billy_Crystal']",['English'],"['Australia', 'United_States']",1999
2540,"Corruptor, The","['Action', 'Crime', 'Drama', 'Thriller']",James_Foley,"['Brian_Cox', 'Ric_Young', 'Paul_Ben-Victor', 'Chow_Yun-fat', 'Mark_Wahlberg', 'Byron_Mann']","['English', 'Cantonese']",['United_States'],1999
2541,Cruel Intentions,['Drama'],Roger_Kumble,"['Sarah_Thompson', 'Robin_Dunne', 'Keri_Lynn_Pratt', 'Amy_Adams']",['English'],['United_States'],1999
2542,"Lock, Stock & Two Smoking Barrels","['Comedy', 'Crime', 'Thriller']",Guy_Ritchie,"['Jason_Flemyng', 'Dexter_Fletcher', 'Nick_Moran', 'Sting', 'Vinnie_Jones', 'Steven_Mackintosh', 'Jason_Statham']",['English'],[''],1998
2543,Six Ways to Sunday,['Comedy'],Adam_Bernstein,"['Norman_Reedus', 'Isaac_Hayes', 'Adrien_Brody', 'Elina_Löwensohn', 'Peter_Appel', 'Jerry_Adler', 'Debbie_Harry']",['English'],['United_States'],1997
2544,"School of Flesh, The (L' École de la chair)",['Drama'],,[''],[''],[''],1998
2545,Relax... It's Just Sex,['Comedy'],P._J._Castellaneta,"['Billy_Wirth', 'Mitchell_Anderson', 'Cynda_Williams', 'Paul_Winfield', 'Lori_Petty', 'Jennifer_Tilly', 'Eddie_Garcia', 'Susan_Tyrrell', 'Serena_Scott_Thomas', 'Seymour_Cassel']",['English'],['United_States'],1998
2546,"Deep End of the Ocean, The",['Drama'],Ulu_Grosbard,"['Michelle_Pfeiffer', 'Jonathan_Jackson', 'John_Kapelos', 'Whoopi_Goldberg', 'Treat_Williams']",['English'],['United_States'],1999
2547,Harvest,['Drama'],Fred_W._Friendly,['Edward_R._Murrow'],['English'],['United_States'],1998
2548,"Rage: Carrie 2, The",['Horror'],Katt_Shea,"['J._Smith-Cameron', 'Amy_Irving', 'Dylan_Bruno', 'Emily_Bergl', 'Jason_London']",['English'],['United_States'],1999
2549,Wing Commander,"['Action', 'Sci-Fi']",Chris_Roberts,"['Matthew_Lillard', 'Jürgen_Prochnow', 'Saffron_Burrows', 'David_Suchet', 'Tchéky_Karyo', 'Freddie_Prinze_Jr.']",['English'],"['Luxembourg', 'United_States']",1999
2550,"Haunting, The","['Horror', 'Thriller']",Robert_Wise,"['Julie_Harris', 'Claire_Bloom', 'Russ_Tamblyn', 'Richard_Johnson']",['English'],[''],1963
2551,Dead Ringers,"['Drama', 'Thriller']",David_Cronenberg,"['Jeremy_Irons', 'Geneviève_Bujold']",['English'],"['Canada', 'United_States']",1988
2552,My Boyfriend's Back,['Comedy'],,[''],[''],[''],1993
2553,Village of the Damned,"['Horror', 'Sci-Fi', 'Thriller']",,[''],['English'],"['United_Kingdom', 'United_States']",1960
2554,Children of the Damned,"['Horror', 'Sci-Fi', 'Thriller']",Anton_Leader,"['Alfred_Burke', 'Ian_Hendry', 'Alan_Badel', 'Barbara_Ferris']",['English'],['United_Kingdom'],1963
2555,Baby Geniuses,['Comedy'],Bob_Clark,"['Ruby_Dee', 'Kathleen_Turner', 'Christopher_Lloyd', 'Peter_MacNicol', 'Kim_Cattrall']",['English'],['United_States'],1999
2556,Telling You,"['Comedy', 'Drama', 'Romance']",Robert_DeFranco,"['Jennifer_Love_Hewitt', 'Matthew_Lillard', 'Peter_Facinelli', 'Dash_Mihok']",['English'],['United_States'],1998
2557,I Stand Alone (Seul contre tous),['Drama'],,[''],[''],[''],1998
2558,Forces of Nature,"['Comedy', 'Romance']",,[''],[''],[''],1999
2559,"King and I, The","['Animation', ""Children's""]",Richard_Rich,"['Darrell_Hammond', 'Ian_Richardson', 'Martin_Vidnovic', 'Miranda_Richardson']",['English'],['United_States'],1999
2560,Ravenous,"['Drama', 'Horror']",,[''],[''],[''],1999
2561,True Crime,"['Crime', 'Thriller']",Clint_Eastwood,"['Isaiah_Washington', 'Denis_Leary', 'James_Woods', 'Clint_Eastwood', 'LisaGay_Hamilton']",['English'],['United_States'],1999
2562,Bandits,['Drama'],Katja_von_Garnier,[''],[''],['Germany'],1997
2563,Beauty,['Drama'],,[''],[''],[''],1998
